time,temperature_2m_mean (°C),rain_sum (mm),wind_speed_10m_max (km/h),apparent_temperature_mean (°C),temperature_2m_min (°C),temperature_2m_max (°C),apparent_temperature_max (°C),weather_code (wmo code),wind_direction_10m_dominant (°),wind_gusts_10m_max (km/h),shortwave_radiation_sum (MJ/m²),daylight_duration (s),sunshine_duration (s),apparent_temperature_min (°C),precipitation_hours (h),precipitation_sum (mm),et0_fao_evapotranspiration (mm),snowfall_sum (cm),cloud_cover_mean (%),dew_point_2m_mean (°C),relative_humidity_2m_mean (%),visibility_mean (undefined),visibility_max (undefined),visibility_min (undefined),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),winddirection_10m_dominant (°),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h)
2009-02-28 00:00:00+00:00,15.292857142857143,0.03928571428571428,19.839285714285715,11.914285714285715,9.321428571428571,21.525000000000002,17.65357142857143,7.285714285714286,210.67857142857142,39.614285714285714,17.55,40089.56,35657.10214285714,6.246428571428572,0.14285714285714285,0.03928571428571428,4.141785714285715,0.0,25.071428571428573,2.125,45.785714285714285,,,,24.328571428571426,12.464285714285714,210.67857142857142,11.192857142857141,5.821428571428571
2009-03-31 00:00:00+00:00,16.654838709677417,0.01935483870967742,18.229032258064517,13.629032258064516,9.712903225806452,23.532258064516128,20.503225806451614,4.903225806451613,196.90322580645162,37.09032258064516,21.508709677419354,43212.58580645161,38746.30451612903,7.267741935483871,0.12903225806451613,0.01935483870967742,4.972903225806451,0.0,19.806451612903224,2.92258064516129,46.0,,,,24.154838709677417,12.016129032258064,196.90322580645162,11.606451612903227,5.964516129032258
2009-04-30 00:00:00+00:00,21.25,0.0,18.64,19.11,13.883333333333333,29.066666666666666,27.016666666666666,1.9,137.8,37.07,25.262999999999998,46476.776333333335,41235.075333333334,12.34,0.0,0.0,6.296333333333333,0.0,24.666666666666668,6.706666666666666,45.56666666666667,,,,25.493333333333332,12.47,137.8,14.53,6.913333333333333
2009-05-31 00:00:00+00:00,24.116129032258065,0.0064516129032258064,20.35483870967742,22.654838709677417,16.448387096774194,31.532258064516128,29.958064516129035,2.806451612903226,150.48387096774192,39.94516129032258,27.443548387096776,49209.959677419356,43627.301612903226,16.190322580645162,0.03225806451612903,0.0064516129032258064,7.247419354838709,0.0,17.774193548387096,9.338709677419354,45.516129032258064,,,,27.309677419354838,13.03225806451613,150.48387096774192,13.641935483870967,6.670967741935484
2009-06-30 00:00:00+00:00,28.733333333333334,0.0,19.726666666666667,28.366666666666667,20.266666666666666,37.04,36.233333333333334,0.6666666666666666,138.66666666666666,38.11333333333334,29.227666666666668,50570.772333333334,46554.0,21.45,0.0,0.0,8.381333333333334,0.0,3.8666666666666667,12.683333333333334,43.96666666666667,,,,26.763333333333332,12.963333333333333,138.66666666666666,13.42,7.13
2009-07-31 00:00:00+00:00,29.570967741935487,0.0,18.316129032258065,30.796774193548387,22.032258064516128,37.26129032258064,37.71612903225807,1.3225806451612903,270.3225806451613,35.46774193548387,28.240322580645163,49897.017096774194,45081.732903225806,24.983870967741936,0.0,0.0,7.6896774193548385,0.0,5.290322580645161,16.474193548387095,51.61290322580645,,,,24.44193548387097,11.493548387096775,270.3225806451613,11.616129032258065,6.351612903225806
2009-08-31 00:00:00+00:00,28.506451612903227,0.0,17.55483870967742,29.67096774193548,21.10967741935484,35.84838709677419,36.29032258064516,0.9032258064516129,287.7096774193548,33.36129032258064,26.365806451612904,47524.96290322581,42950.566774193554,23.961290322580645,0.0,0.0,6.9961290322580645,0.0,5.032258064516129,16.04516129032258,53.32258064516129,,,,22.603225806451615,10.48709677419355,287.7096774193548,9.55483870967742,5.338709677419355
2009-09-30 00:00:00+00:00,27.23,0.0,18.763333333333332,27.8,20.733333333333334,34.20333333333333,33.88333333333333,0.7,213.76666666666668,36.763333333333335,22.568666666666665,44413.258,41114.779,22.75,0.0,0.0,6.291333333333333,0.0,5.8,15.610000000000001,54.36666666666667,,,,24.816666666666666,12.066666666666666,213.76666666666668,11.863333333333333,6.326666666666667
2009-10-31 00:00:00+00:00,25.129032258064516,0.00967741935483871,15.69032258064516,25.051612903225806,18.70967741935484,31.83225806451613,31.0258064516129,3.2903225806451615,152.38709677419354,31.03548387096774,17.98032258064516,41163.81322580645,37321.84129032258,19.625806451612902,0.03225806451612903,0.00967741935483871,4.825161290322581,0.0,23.64516129032258,13.383870967741935,53.67741935483871,,,,20.761290322580646,10.151612903225805,152.38709677419354,11.12258064516129,5.974193548387096
2009-11-30 00:00:00+00:00,19.096666666666668,0.02333333333333333,16.75,17.45,13.783333333333333,24.953333333333333,22.37,3.6666666666666665,174.6,33.29333333333333,14.3,38336.33966666667,34194.534,12.78,0.06666666666666667,0.02333333333333333,3.572666666666667,0.0,23.633333333333333,9.3,57.4,,,,21.633333333333333,11.016666666666667,174.6,11.42,6.05
2009-12-31 00:00:00+00:00,16.16774193548387,0.06129032258064516,17.458064516129035,13.619354838709677,11.264516129032257,21.806451612903224,18.44516129032258,5.225806451612903,189.06451612903226,34.91290322580645,12.524838709677418,36889.24677419355,32779.50161290323,8.925806451612903,0.25806451612903225,0.06129032258064516,3.1393548387096777,0.0,22.516129032258064,6.254838709677419,55.45161290322581,,,,22.570967741935487,11.87741935483871,189.06451612903226,12.451612903225806,7.064516129032258
2010-01-31 00:00:00+00:00,15.693548387096774,0.08064516129032258,16.351612903225806,13.006451612903225,9.83548387096774,22.141935483870967,18.75483870967742,3.903225806451613,183.32258064516128,32.877419354838715,14.058709677419355,37650.45193548387,33573.644838709675,7.490322580645161,0.16129032258064516,0.08064516129032258,3.3287096774193548,0.0,28.06451612903226,4.8,52.96774193548387,,,,21.070967741935487,10.806451612903226,183.32258064516128,10.270967741935483,5.174193548387097
