time,temperature_2m_mean (°C),rain_sum (mm),wind_speed_10m_max (km/h),apparent_temperature_mean (°C),temperature_2m_min (°C),temperature_2m_max (°C),apparent_temperature_max (°C),weather_code (wmo code),wind_direction_10m_dominant (°),wind_gusts_10m_max (km/h),shortwave_radiation_sum (MJ/m²),daylight_duration (s),sunshine_duration (s),apparent_temperature_min (°C),precipitation_hours (h),precipitation_sum (mm),et0_fao_evapotranspiration (mm),snowfall_sum (cm),cloud_cover_mean (%),dew_point_2m_mean (°C),relative_humidity_2m_mean (%),visibility_mean (undefined),visibility_max (undefined),visibility_min (undefined),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),winddirection_10m_dominant (°),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h)
2009-02-01 00:00:00+00:00,14.1,0.0,12.0,11.0,7.9,20.6,17.5,0.0,215.0,27.7,16.92,38792.64,35403.46,4.7,0.0,0.0,3.57,0.0,0.0,0.7,42.0,,,,17.1,8.8,215.0,10.8,5.7
2009-02-02 00:00:00+00:00,14.3,0.0,11.9,11.4,5.8,21.9,19.1,0.0,74.0,24.1,17.19,38879.4,35479.76,3.4,0.0,0.0,3.61,0.0,0.0,1.1,45.0,,,,15.1,7.5,74.0,7.9,1.1
2009-02-03 00:00:00+00:00,16.1,0.0,21.3,12.3,9.2,24.0,19.5,2.0,65.0,41.4,17.27,38967.86,35570.21,6.3,0.0,0.0,4.69,0.0,3.0,2.4,43.0,,,,27.8,15.0,65.0,17.3,9.0
2009-02-04 00:00:00+00:00,17.9,0.0,18.3,15.5,10.9,26.8,24.4,3.0,90.0,31.3,17.7,39057.9,35614.48,8.4,0.0,0.0,3.76,0.0,32.0,4.0,46.0,,,,18.9,8.8,90.0,9.7,0.4
2009-02-05 00:00:00+00:00,18.0,0.0,13.6,14.4,11.4,26.4,22.2,0.0,222.0,31.3,17.8,39149.4,35718.27,7.8,0.0,0.0,4.68,0.0,0.0,-1.6,31.0,,,,19.9,10.0,222.0,11.9,6.5
2009-02-06 00:00:00+00:00,15.5,0.0,9.7,14.4,10.4,22.0,20.2,3.0,347.0,22.7,16.08,39242.27,32732.03,9.6,0.0,0.0,2.94,0.0,29.0,9.3,72.0,,,,14.5,6.8,347.0,9.0,2.5
2009-02-07 00:00:00+00:00,15.7,0.0,10.1,14.0,7.7,23.3,21.3,3.0,53.0,23.4,17.45,39336.38,35750.41,6.1,0.0,0.0,3.43,0.0,31.0,6.9,62.0,,,,15.8,7.5,53.0,9.0,4.3
2009-02-08 00:00:00+00:00,19.0,0.0,20.5,15.7,12.0,27.7,23.1,3.0,173.0,36.0,16.12,39431.62,31341.27,9.6,0.0,0.0,4.95,0.0,85.0,2.3,37.0,,,,22.4,11.7,173.0,10.1,4.6
2009-02-09 00:00:00+00:00,20.5,0.0,24.2,16.2,16.6,25.3,21.2,3.0,215.0,46.8,16.43,39527.91,35343.29,11.5,0.0,0.0,6.05,0.0,95.0,0.4,28.0,,,,32.0,16.8,215.0,9.4,7.4
2009-02-10 00:00:00+00:00,14.9,0.2,34.9,9.8,11.6,17.4,13.3,51.0,273.0,69.5,15.14,39625.11,35417.8,6.2,1.0,0.2,4.55,0.0,45.0,1.7,42.0,,,,43.9,23.1,273.0,20.5,9.7
2009-02-11 00:00:00+00:00,15.0,0.0,14.5,12.5,10.8,20.3,17.3,1.0,234.0,32.0,17.29,39723.15,36255.81,8.7,0.0,0.0,3.46,0.0,13.0,5.3,55.0,,,,21.6,10.5,234.0,11.2,6.6
2009-02-12 00:00:00+00:00,15.9,0.0,12.3,13.1,9.5,22.8,20.2,3.0,196.0,27.7,18.21,39821.91,35917.07,6.4,0.0,0.0,3.87,0.0,29.0,2.5,44.0,,,,18.9,8.8,196.0,6.1,1.5
2009-02-13 00:00:00+00:00,15.5,0.0,8.4,12.9,6.7,23.9,21.4,3.0,194.0,23.8,18.64,39921.29,36545.47,4.6,0.0,0.0,3.73,0.0,20.0,1.6,45.0,,,,13.2,6.0,194.0,6.1,4.5
2009-02-14 00:00:00+00:00,17.0,0.0,19.4,13.5,10.6,24.5,20.5,0.0,214.0,38.9,18.65,40021.21,36584.62,7.0,0.0,0.0,4.76,0.0,1.0,1.0,37.0,,,,22.4,12.1,214.0,11.9,7.2
2009-02-15 00:00:00+00:00,14.5,0.0,21.3,10.4,10.3,19.0,14.3,3.0,257.0,42.5,18.5,40121.55,36684.12,6.4,0.0,0.0,4.34,0.0,23.0,-1.6,34.0,,,,25.1,13.1,257.0,11.2,7.0
2009-02-16 00:00:00+00:00,13.7,0.0,25.2,9.8,9.4,18.6,13.8,3.0,264.0,47.9,19.07,40222.23,36508.11,5.8,0.0,0.0,4.17,0.0,22.0,-0.7,38.0,,,,25.2,12.9,264.0,10.8,6.9
2009-02-17 00:00:00+00:00,12.3,0.0,12.7,9.6,5.8,17.9,14.3,3.0,306.0,27.4,16.07,40323.16,36512.41,3.2,0.0,0.0,2.95,0.0,26.0,3.6,60.0,,,,17.0,8.6,306.0,8.6,5.1
2009-02-18 00:00:00+00:00,14.1,0.0,13.3,11.3,6.6,21.3,18.8,2.0,83.0,23.4,18.78,40424.24,36026.43,4.0,0.0,0.0,3.81,0.0,6.0,1.8,49.0,,,,17.7,8.5,83.0,10.8,5.9
2009-02-19 00:00:00+00:00,18.2,0.0,35.3,12.9,12.0,26.7,20.4,3.0,220.0,65.2,18.78,40525.38,36618.5,6.1,0.0,0.0,6.64,0.0,26.0,-1.9,31.0,,,,37.8,22.5,220.0,14.4,12.9
2009-02-20 00:00:00+00:00,15.3,0.0,23.2,12.0,10.3,20.3,16.0,1.0,260.0,43.2,18.44,40626.58,37031.4,8.2,0.0,0.0,4.22,0.0,13.0,4.5,53.0,,,,28.5,15.1,260.0,11.2,7.1
2009-02-21 00:00:00+00:00,13.8,0.0,27.4,9.6,9.9,17.3,12.0,3.0,279.0,50.4,14.14,40728.69,28679.54,6.3,0.0,0.0,3.68,0.0,62.0,3.3,50.0,,,,34.1,18.0,279.0,22.3,10.4
2009-02-22 00:00:00+00:00,13.3,0.0,22.7,10.0,8.2,17.7,12.9,3.0,269.0,43.9,15.6,40831.87,36309.15,5.9,0.0,0.0,3.28,0.0,45.0,3.6,55.0,,,,24.9,12.6,269.0,9.0,5.8
2009-02-23 00:00:00+00:00,13.9,0.0,26.2,10.4,5.2,20.0,15.5,3.0,228.0,47.5,18.03,40936.01,34496.71,3.1,0.0,0.0,4.29,0.0,21.0,1.8,49.0,,,,24.4,12.9,228.0,5.8,2.1
2009-02-24 00:00:00+00:00,14.4,0.0,15.4,11.1,8.4,19.7,16.3,1.0,233.0,33.5,20.13,41041.04,37290.87,5.2,0.0,0.0,4.11,0.0,4.0,0.8,43.0,,,,21.4,10.5,233.0,5.8,1.5
2009-02-25 00:00:00+00:00,14.4,0.0,13.8,11.3,6.1,21.3,18.2,0.0,189.0,32.8,20.28,41146.85,37550.0,3.4,0.0,0.0,4.17,0.0,0.0,0.1,42.0,,,,17.6,8.5,189.0,4.0,2.1
2009-02-26 00:00:00+00:00,16.1,0.0,29.0,11.9,10.4,22.8,18.0,2.0,223.0,54.7,20.39,41253.37,37735.8,6.5,0.0,0.0,5.34,0.0,7.0,-0.9,33.0,,,,30.0,15.1,223.0,13.7,7.4
2009-02-27 00:00:00+00:00,12.3,0.7,28.3,8.7,9.2,16.0,11.0,51.0,277.0,61.9,16.18,41360.5,37206.11,6.3,2.0,0.7,3.07,0.0,30.0,5.0,64.0,,,,35.9,16.9,277.0,13.3,5.9
2009-02-28 00:00:00+00:00,12.5,0.2,30.6,7.9,8.1,17.2,11.6,51.0,246.0,58.3,16.12,41468.16,36075.76,4.2,1.0,0.2,3.85,0.0,34.0,2.5,52.0,,,,38.1,20.4,246.0,21.6,11.9
2009-03-01 00:00:00+00:00,12.9,0.5,29.1,8.9,8.5,18.4,13.5,51.0,298.0,54.4,17.68,41576.26,37810.68,5.4,3.0,0.5,3.68,0.0,25.0,3.8,59.0,,,,36.1,18.1,298.0,19.4,8.0
2009-03-02 00:00:00+00:00,12.3,0.0,10.1,9.8,7.8,16.7,14.0,3.0,268.0,21.2,10.2,41684.72,16322.22,5.7,0.0,0.0,2.21,0.0,73.0,3.7,57.0,,,,13.8,7.3,268.0,7.9,5.1
2009-03-03 00:00:00+00:00,14.4,0.0,9.5,12.0,4.8,22.4,20.1,0.0,303.0,24.1,21.08,41793.46,38219.12,2.5,0.0,0.0,4.04,0.0,0.0,2.1,49.0,,,,13.9,6.7,303.0,4.7,3.1
2009-03-04 00:00:00+00:00,17.5,0.0,9.4,15.2,7.4,26.4,24.9,0.0,172.0,21.6,21.02,41902.4,38352.12,4.8,0.0,0.0,4.47,0.0,0.0,2.8,42.0,,,,13.8,6.9,172.0,5.0,3.6
2009-03-05 00:00:00+00:00,20.4,0.0,11.9,17.1,13.1,29.2,26.1,3.0,153.0,25.2,16.35,42011.44,33879.46,9.9,0.0,0.0,4.85,0.0,67.0,0.9,31.0,,,,18.4,10.1,153.0,11.2,5.1
2009-03-06 00:00:00+00:00,23.9,0.0,28.9,18.6,17.8,31.3,25.6,3.0,185.0,56.5,21.84,42120.52,38633.37,12.6,0.0,0.0,8.55,0.0,20.0,-4.0,17.0,,,,37.8,19.8,185.0,17.6,10.2
2009-03-07 00:00:00+00:00,26.3,0.0,40.1,20.2,20.5,33.4,26.5,3.0,186.0,73.1,20.8,42229.55,38188.18,14.6,0.0,0.0,10.24,0.0,55.0,-3.9,14.0,,,,45.2,24.9,186.0,27.0,12.4
2009-03-08 00:00:00+00:00,18.5,0.0,19.7,15.6,12.2,25.2,21.9,3.0,308.0,38.2,21.1,42338.45,38118.49,11.0,0.0,0.0,5.31,0.0,32.0,2.1,41.0,,,,23.7,11.2,308.0,10.4,5.0
2009-03-09 00:00:00+00:00,15.1,0.0,25.4,11.3,8.1,21.0,17.1,3.0,277.0,51.1,21.65,42447.13,37375.98,4.8,0.0,0.0,4.96,0.0,10.0,0.2,38.0,,,,27.2,13.8,277.0,7.9,4.1
2009-03-10 00:00:00+00:00,15.6,0.0,9.9,13.8,8.3,22.2,20.4,3.0,300.0,25.6,21.77,42555.54,39141.02,6.8,0.0,0.0,4.11,0.0,24.0,5.5,57.0,,,,15.8,7.4,300.0,8.3,3.9
2009-03-11 00:00:00+00:00,17.8,0.0,15.7,15.5,11.3,24.1,22.1,3.0,23.0,29.2,22.43,42663.57,39301.62,9.9,0.0,0.0,4.82,0.0,30.0,4.8,46.0,,,,20.3,9.3,23.0,11.5,3.8
2009-03-12 00:00:00+00:00,16.6,0.0,14.7,14.3,9.9,23.4,21.0,0.0,11.0,28.4,22.51,42771.25,39579.0,8.4,0.0,0.0,4.6,0.0,1.0,5.4,54.0,,,,22.4,10.8,11.0,13.7,7.7
2009-03-13 00:00:00+00:00,16.6,0.0,25.3,14.0,8.9,24.6,22.0,1.0,304.0,49.3,22.61,42879.34,39980.81,7.6,0.0,0.0,5.08,0.0,1.0,5.0,54.0,,,,25.1,11.9,304.0,8.3,0.8
2009-03-14 00:00:00+00:00,15.3,0.0,15.9,12.5,10.2,20.9,17.3,2.0,296.0,35.3,18.8,42988.0,39448.18,8.5,0.0,0.0,3.97,0.0,19.0,5.3,55.0,,,,25.0,12.2,296.0,13.7,7.4
2009-03-15 00:00:00+00:00,14.9,0.0,17.6,12.2,8.0,21.0,17.6,3.0,322.0,37.8,18.86,43097.18,40119.6,5.8,0.0,0.0,4.04,0.0,29.0,5.4,57.0,,,,23.8,12.1,322.0,10.8,5.8
2009-03-16 00:00:00+00:00,14.6,0.0,18.6,11.6,7.6,21.1,18.0,0.0,13.0,34.2,23.11,43206.77,40429.35,5.6,0.0,0.0,4.76,0.0,1.0,2.6,49.0,,,,25.0,12.2,13.0,10.1,6.2
2009-03-17 00:00:00+00:00,14.6,0.0,16.9,11.4,7.1,21.8,18.8,0.0,32.0,35.6,23.38,43316.73,40540.15,4.4,0.0,0.0,4.85,0.0,2.0,2.4,48.0,,,,25.6,12.6,32.0,13.7,8.0
2009-03-18 00:00:00+00:00,15.2,0.0,13.5,12.6,7.7,22.1,19.9,0.0,14.0,27.4,23.24,43426.96,40651.08,5.5,0.0,0.0,4.58,0.0,0.0,3.2,49.0,,,,20.7,9.6,14.0,12.6,6.3
2009-03-19 00:00:00+00:00,16.4,0.1,16.4,13.6,9.6,23.0,22.5,51.0,51.0,31.3,18.61,43537.42,39860.32,7.4,1.0,0.1,4.43,0.0,37.0,3.9,47.0,,,,20.8,10.6,51.0,9.0,3.6
2009-03-20 00:00:00+00:00,17.4,0.0,28.1,13.4,13.2,23.9,20.8,3.0,35.0,54.4,21.82,43648.01,39430.3,8.2,0.0,0.0,5.76,0.0,29.0,5.0,45.0,,,,39.6,21.7,35.0,26.6,14.7
2009-03-21 00:00:00+00:00,15.6,0.0,13.1,13.0,9.0,22.6,20.1,0.0,354.0,27.0,24.18,43758.67,40983.93,7.0,0.0,0.0,4.7,0.0,1.0,3.8,52.0,,,,21.9,10.4,354.0,13.0,7.4
2009-03-22 00:00:00+00:00,17.1,0.0,9.0,14.9,7.5,25.0,23.3,2.0,59.0,20.5,24.34,43869.33,41094.66,5.6,0.0,0.0,4.37,0.0,7.0,-0.3,42.0,,,,12.7,4.5,59.0,4.3,0.8
2009-03-23 00:00:00+00:00,17.1,0.0,28.7,13.3,11.9,24.6,21.0,2.0,257.0,56.5,22.28,43979.91,41033.61,8.1,0.0,0.0,5.64,0.0,37.0,1.1,36.0,,,,29.4,15.3,257.0,6.8,6.0
2009-03-24 00:00:00+00:00,14.6,0.0,20.1,11.3,9.9,19.0,14.7,3.0,283.0,41.0,15.75,44090.36,30389.56,7.3,0.0,0.0,3.64,0.0,42.0,4.5,52.0,,,,26.9,13.6,283.0,13.3,7.6
2009-03-25 00:00:00+00:00,15.5,0.0,9.0,13.4,7.1,21.9,20.6,1.0,330.0,23.4,24.02,44200.57,41425.17,5.3,0.0,0.0,4.52,0.0,6.0,3.1,49.0,,,,14.6,6.7,330.0,8.3,2.3
2009-03-26 00:00:00+00:00,17.3,0.0,13.9,14.3,8.3,24.7,21.8,0.0,245.0,31.0,24.74,44310.5,41534.55,6.1,0.0,0.0,5.39,0.0,0.0,0.2,38.0,,,,18.4,8.9,245.0,8.6,5.7
2009-03-27 00:00:00+00:00,16.5,0.0,28.5,13.4,8.1,23.9,19.2,1.0,280.0,53.3,24.87,44420.07,41643.41,6.7,0.0,0.0,5.59,0.0,3.0,4.8,52.0,,,,30.4,15.5,280.0,7.2,2.9
2009-03-28 00:00:00+00:00,15.5,0.0,19.2,12.6,10.6,21.4,18.3,1.0,322.0,40.7,24.29,44529.2,41751.69,9.0,0.0,0.0,4.95,0.0,11.0,4.5,52.0,,,,27.6,13.3,322.0,12.6,5.7
2009-03-29 00:00:00+00:00,16.0,0.0,18.4,12.9,9.4,23.6,20.5,1.0,359.0,37.4,24.33,44637.81,41859.31,7.5,0.0,0.0,5.34,0.0,6.0,3.5,49.0,,,,27.0,13.1,359.0,14.0,7.3
2009-03-30 00:00:00+00:00,16.4,0.0,16.8,13.4,7.8,24.2,21.1,3.0,34.0,36.7,24.9,44745.84,41966.2,5.5,0.0,0.0,5.45,0.0,4.0,3.5,47.0,,,,25.7,12.7,34.0,11.9,8.4
2009-03-31 00:00:00+00:00,18.4,0.0,11.7,16.4,9.5,26.5,24.9,3.0,30.0,28.4,24.21,44853.2,42072.3,7.8,0.0,0.0,5.26,0.0,42.0,5.7,48.0,,,,20.2,9.3,30.0,10.4,6.0
2009-04-01 00:00:00+00:00,20.1,0.0,15.5,17.1,12.8,27.1,24.0,3.0,36.0,32.8,24.0,44959.89,42177.5,10.8,0.0,0.0,5.98,0.0,31.0,1.2,33.0,,,,20.8,10.4,36.0,8.6,5.9
2009-04-02 00:00:00+00:00,18.7,0.0,18.1,16.7,11.2,26.9,24.5,2.0,4.0,36.4,24.79,45066.66,42282.46,10.4,0.0,0.0,5.62,0.0,6.0,7.6,56.0,,,,25.0,12.2,4.0,12.6,6.7
2009-04-03 00:00:00+00:00,19.9,0.0,16.5,18.5,12.1,28.8,27.1,2.0,349.0,33.8,25.05,45173.64,42387.48,11.2,0.0,0.0,5.76,0.0,7.0,8.3,53.0,,,,22.0,10.2,349.0,9.0,4.5
2009-04-04 00:00:00+00:00,21.8,0.0,14.3,21.0,13.8,29.8,29.7,3.0,21.0,27.4,25.01,45280.76,42492.5,13.8,0.0,0.0,5.67,0.0,16.0,10.0,54.0,,,,17.8,8.3,21.0,7.9,4.4
2009-04-05 00:00:00+00:00,25.7,0.0,19.2,23.6,16.9,34.4,32.4,3.0,111.0,40.3,24.42,45387.95,42597.44,15.0,0.0,0.0,7.04,0.0,25.0,6.8,35.0,,,,25.4,11.9,111.0,15.5,5.5
2009-04-06 00:00:00+00:00,22.3,0.0,22.1,19.5,16.8,27.0,24.4,3.0,290.0,43.9,21.69,45495.16,42702.24,14.7,0.0,0.0,6.37,0.0,65.0,7.5,43.0,,,,34.0,16.9,290.0,22.7,11.4
2009-04-07 00:00:00+00:00,20.2,0.0,16.6,17.8,13.6,27.0,25.5,2.0,30.0,29.9,25.11,45602.3,42806.84,11.8,0.0,0.0,6.02,0.0,8.0,4.8,42.0,,,,23.6,11.4,30.0,16.9,8.1
2009-04-08 00:00:00+00:00,18.4,0.0,21.9,16.2,13.0,24.4,22.2,0.0,332.0,41.8,25.8,45709.31,42868.9,12.0,0.0,0.0,5.75,0.0,1.0,6.9,51.0,,,,27.3,13.1,332.0,7.9,1.1
2009-04-09 00:00:00+00:00,17.7,0.0,14.8,15.9,10.0,24.6,22.9,1.0,326.0,30.6,25.12,45816.11,42903.97,9.0,0.0,0.0,5.23,0.0,4.0,7.0,54.0,,,,21.2,9.6,326.0,9.4,2.9
2009-04-10 00:00:00+00:00,18.4,0.0,10.1,17.1,10.1,25.5,24.6,3.0,10.0,23.8,26.28,45922.64,42939.02,8.7,0.0,0.0,5.16,0.0,14.0,7.0,54.0,,,,17.1,7.3,10.0,9.7,4.0
2009-04-11 00:00:00+00:00,22.3,0.0,15.5,20.4,13.8,31.0,30.3,3.0,78.0,32.0,25.47,46028.82,42974.04,11.6,0.0,0.0,5.97,0.0,24.0,5.8,41.0,,,,19.7,9.5,78.0,10.8,3.1
2009-04-12 00:00:00+00:00,25.0,0.0,17.3,22.0,16.9,34.1,31.3,1.0,250.0,39.2,24.49,46134.57,43009.07,13.6,0.0,0.0,7.51,0.0,9.0,3.0,28.0,,,,24.5,12.4,250.0,12.2,6.0
2009-04-13 00:00:00+00:00,25.0,0.0,16.8,22.8,16.0,34.3,32.2,1.0,58.0,36.7,26.43,46239.84,43044.11,14.5,0.0,0.0,7.5,0.0,6.0,7.4,40.0,,,,27.3,13.6,58.0,20.2,8.9
2009-04-14 00:00:00+00:00,25.6,0.0,32.4,22.8,18.2,37.6,34.8,2.0,313.0,64.4,25.48,46344.52,43079.17,14.8,0.0,0.0,8.14,0.0,21.0,5.4,30.0,,,,30.4,14.5,313.0,11.5,4.2
2009-04-15 00:00:00+00:00,20.2,0.0,21.0,17.7,13.5,26.5,23.1,3.0,302.0,44.3,27.08,46448.55,42208.21,12.0,0.0,0.0,6.28,0.0,13.0,3.5,36.0,,,,24.1,10.4,302.0,6.8,0.8
2009-04-16 00:00:00+00:00,18.8,0.0,22.2,16.8,11.4,25.4,22.6,0.0,303.0,45.7,26.33,46551.85,43149.43,10.2,0.0,0.0,5.75,0.0,2.0,7.7,53.0,,,,26.7,12.8,303.0,10.1,4.8
2009-04-17 00:00:00+00:00,18.9,0.0,15.5,17.5,11.0,26.1,24.8,0.0,348.0,28.4,27.18,46654.34,43184.64,10.3,0.0,0.0,5.61,0.0,1.0,7.3,54.0,,,,19.7,8.8,348.0,10.4,3.9
2009-04-18 00:00:00+00:00,20.0,0.0,20.9,17.2,11.9,28.0,25.1,0.0,42.0,37.1,27.69,46755.94,43200.0,10.8,0.0,0.0,6.85,0.0,0.0,4.1,45.0,,,,28.2,14.4,42.0,15.1,9.2
2009-04-19 00:00:00+00:00,20.6,0.0,23.7,16.6,13.1,29.2,25.4,0.0,49.0,47.2,27.98,46856.57,43200.0,9.6,0.0,0.0,7.81,0.0,0.0,3.4,38.0,,,,37.9,20.5,49.0,30.2,17.4
2009-04-20 00:00:00+00:00,22.1,0.0,18.2,19.5,13.3,31.9,29.5,0.0,46.0,38.5,27.79,46956.13,43200.0,11.0,0.0,0.0,7.27,0.0,0.0,6.3,43.0,,,,29.9,15.4,46.0,23.8,12.4
2009-04-21 00:00:00+00:00,23.5,0.0,13.7,22.0,14.1,33.2,32.6,0.0,26.0,24.1,27.81,47054.62,43200.8,12.5,0.0,0.0,6.75,0.0,0.0,7.5,42.0,,,,19.9,9.6,26.0,14.4,5.7
2009-04-22 00:00:00+00:00,25.8,0.0,20.3,23.6,16.8,37.5,35.4,3.0,5.0,38.5,27.96,47152.75,43269.88,14.4,0.0,0.0,7.87,0.0,15.0,5.5,33.0,,,,24.4,12.2,5.0,15.1,5.2
2009-04-23 00:00:00+00:00,20.6,0.0,20.0,18.5,15.1,26.5,23.4,3.0,9.0,37.1,19.54,47250.64,33604.32,14.5,0.0,0.0,5.31,0.0,94.0,10.0,57.0,,,,31.3,16.5,9.0,21.6,12.1
2009-04-24 00:00:00+00:00,20.1,0.0,17.1,17.7,15.9,25.0,21.7,3.0,27.0,35.3,10.49,47348.21,5754.66,14.6,0.0,0.0,3.97,0.0,100.0,9.2,53.0,,,,28.4,15.3,27.0,18.4,12.5
2009-04-25 00:00:00+00:00,22.1,0.0,20.9,20.2,15.9,29.1,28.0,3.0,10.0,40.0,26.83,47445.41,40198.17,14.6,0.0,0.0,6.74,0.0,68.0,7.5,45.0,,,,27.1,13.0,10.0,19.4,8.9
2009-04-26 00:00:00+00:00,19.9,0.0,21.2,18.3,15.4,25.9,24.4,3.0,12.0,38.2,24.16,47542.14,42773.3,14.0,0.0,0.0,5.53,0.0,49.0,10.1,58.0,,,,29.1,14.7,12.0,19.4,11.2
2009-04-27 00:00:00+00:00,19.3,0.0,17.7,17.2,11.8,27.0,24.9,1.0,21.0,35.3,27.71,47638.34,43329.75,10.4,0.0,0.0,6.22,0.0,5.0,7.5,52.0,,,,27.8,13.8,21.0,14.8,8.8
2009-04-28 00:00:00+00:00,20.8,0.0,15.8,18.8,12.5,28.9,26.9,3.0,38.0,35.3,27.27,47733.92,42114.36,11.6,0.0,0.0,6.42,0.0,62.0,7.7,50.0,,,,25.9,13.0,38.0,14.8,8.5
2009-04-29 00:00:00+00:00,23.7,0.0,21.9,21.4,15.3,32.4,30.8,3.0,359.0,39.2,26.59,47828.8,43200.0,13.4,0.0,0.0,7.03,0.0,62.0,5.3,37.0,,,,23.8,11.4,359.0,14.8,3.8
2009-04-30 00:00:00+00:00,20.0,0.0,18.0,18.9,14.3,26.9,26.0,3.0,329.0,34.9,26.34,47922.91,43200.0,14.4,0.0,0.0,5.76,0.0,32.0,9.9,57.0,,,,24.5,11.0,329.0,11.9,5.5
2009-05-01 00:00:00+00:00,20.7,0.0,14.8,19.5,13.8,27.8,26.9,3.0,341.0,31.3,28.13,48016.16,43717.18,13.2,0.0,0.0,6.19,0.0,25.0,7.9,49.0,,,,20.1,8.3,341.0,6.1,1.3
2009-05-02 00:00:00+00:00,22.9,0.2,22.7,19.5,15.5,29.5,25.1,51.0,75.0,45.7,17.22,48108.47,21763.53,14.0,1.0,0.2,6.27,0.0,91.0,3.4,34.0,,,,26.2,13.9,75.0,12.2,7.9
2009-05-03 00:00:00+00:00,28.2,0.0,27.5,25.1,20.7,38.2,35.6,3.0,75.0,47.2,19.66,48199.75,32018.66,17.7,0.0,0.0,8.15,0.0,98.0,5.7,26.0,,,,30.6,15.7,75.0,15.8,6.9
2009-05-04 00:00:00+00:00,26.4,0.0,29.2,23.0,18.4,29.6,26.1,3.0,273.0,58.7,24.07,48289.91,43200.0,16.7,0.0,0.0,8.59,0.0,54.0,8.0,33.0,,,,49.0,21.5,273.0,29.9,8.8
2009-05-05 00:00:00+00:00,20.5,0.0,18.7,18.6,14.4,26.6,24.0,0.0,292.0,42.8,28.58,48378.87,43945.9,13.9,0.0,0.0,6.36,0.0,1.0,6.9,48.0,,,,26.0,12.0,292.0,10.1,4.6
2009-05-06 00:00:00+00:00,20.3,0.0,18.4,19.2,14.0,26.6,25.4,1.0,324.0,34.6,27.23,48466.53,44063.35,13.6,0.0,0.0,5.81,0.0,8.0,8.4,50.0,,,,21.9,8.4,324.0,6.8,0.7
2009-05-07 00:00:00+00:00,20.9,0.0,17.9,19.2,13.5,27.3,25.3,3.0,13.0,34.6,26.1,48552.8,40152.84,13.0,0.0,0.0,6.19,0.0,55.0,7.6,48.0,,,,23.1,10.9,13.0,11.5,5.2
2009-05-08 00:00:00+00:00,21.0,0.0,19.6,18.9,14.0,27.9,26.3,3.0,34.0,37.4,27.26,48637.6,44190.38,12.7,0.0,0.0,6.6,0.0,45.0,8.5,49.0,,,,30.3,15.2,34.0,16.9,10.9
2009-05-09 00:00:00+00:00,20.9,0.0,18.3,19.1,13.8,27.7,26.3,3.0,13.0,34.6,27.69,48720.82,44314.93,13.2,0.0,0.0,6.54,0.0,67.0,8.3,50.0,,,,27.2,13.4,13.0,13.0,8.1
2009-05-10 00:00:00+00:00,20.8,0.0,19.8,19.4,13.4,27.8,26.4,2.0,1.0,36.4,27.15,48802.36,43719.9,13.2,0.0,0.0,6.26,0.0,16.0,9.3,53.0,,,,25.2,11.7,1.0,9.7,4.7
2009-05-11 00:00:00+00:00,21.5,0.0,18.5,20.2,13.4,28.8,27.2,0.0,9.0,34.6,28.38,48882.21,44327.93,13.2,0.0,0.0,6.65,0.0,1.0,8.8,51.0,,,,24.1,11.6,9.0,11.5,6.8
2009-05-12 00:00:00+00:00,22.2,0.0,21.6,20.0,13.9,29.9,27.5,1.0,32.0,39.6,29.27,48960.98,44708.07,13.4,0.0,0.0,7.46,0.0,8.0,7.0,45.0,,,,28.7,14.3,32.0,15.1,8.7
2009-05-13 00:00:00+00:00,22.4,0.0,21.3,20.2,14.0,30.6,27.8,0.0,29.0,42.1,29.16,49038.78,44837.79,13.6,0.0,0.0,7.55,0.0,0.0,8.1,48.0,,,,31.3,16.0,29.0,16.2,9.0
2009-05-14 00:00:00+00:00,22.8,0.0,22.0,20.5,14.3,31.6,28.8,0.0,17.0,41.8,29.28,49115.55,44973.98,13.8,0.0,0.0,7.75,0.0,0.0,7.4,46.0,,,,30.9,15.5,17.0,16.9,9.6
2009-05-15 00:00:00+00:00,23.2,0.0,18.8,21.1,14.0,32.2,30.1,2.0,30.0,40.3,29.11,49191.21,44984.8,13.3,0.0,0.0,7.7,0.0,9.0,8.0,44.0,,,,29.0,14.7,30.0,16.2,9.4
2009-05-16 00:00:00+00:00,25.7,0.0,19.1,24.2,16.3,35.1,34.2,2.0,44.0,38.5,28.89,49265.68,44994.98,15.8,0.0,0.0,8.1,0.0,8.0,10.4,44.0,,,,28.7,14.9,44.0,18.4,10.6
2009-05-17 00:00:00+00:00,28.6,0.0,17.6,26.4,18.9,38.0,36.8,0.0,56.0,36.0,29.4,49338.9,45413.42,17.2,0.0,0.0,8.93,0.0,2.0,6.4,29.0,,,,26.9,13.3,56.0,19.8,10.2
2009-05-18 00:00:00+00:00,30.0,0.0,24.2,27.6,22.0,40.2,38.6,0.0,339.0,45.4,28.34,49410.79,45335.73,19.4,0.0,0.0,9.46,0.0,3.0,6.6,26.0,,,,28.8,14.3,339.0,20.5,6.0
2009-05-19 00:00:00+00:00,25.9,0.0,22.5,25.7,18.3,33.4,33.3,0.0,322.0,43.2,28.98,49481.27,45431.6,18.9,0.0,0.0,7.02,0.0,0.0,11.2,46.0,,,,19.7,8.3,322.0,7.2,1.3
